"anon.id","experiment","coherence","exposures","passed.catch.trials"
"s0718","2","onset",126,TRUE
"s0719","2","syllables",126,FALSE
"s0720","2","rime",126,TRUE
"s0721","1a","0/3",126,FALSE
"s0722","1a","3/3",196,TRUE
"s0723","1a","2/3",392,TRUE
"s0724","2","rime",196,TRUE
"s0725","2","onset",392,FALSE
"s0726","1a","2/3",392,TRUE
"s0727","2","syllables",56,FALSE
"s0728","2","rime",56,TRUE
"s0729","1a","2/3",56,TRUE
"s0730","1a","3/3",196,TRUE
"s0731","1a","0/3",126,TRUE
"s0732","1a","2/3",126,TRUE
"s0733","2","syllables",126,TRUE
"s0734","old.vs.new","0/3",196,TRUE
"s0735","1b","nonce.connective",126,TRUE
"s0736","1a","1/3",126,TRUE
"s0737","1b","nonce.connective",126,TRUE
"s0738","2","rime",56,TRUE
"s0739","2","rime",56,TRUE
"s0740","1a","3/3",56,TRUE
"s0741","1a","0/3",196,TRUE
"s0742","1a","2/3",196,TRUE
"s0743","2","rime",56,TRUE
"s0744","2","syllables",56,TRUE
"s0745","1a","2/3",196,TRUE
"s0746","2","onset",196,TRUE
"s0747","3","semantic.baseline",126,FALSE
"s0748","2","syllables",56,FALSE
"s0749","1a","2/3",56,TRUE
"s0750","2","onset",56,TRUE
"s0751","1a","0/3",392,FALSE
"s0752","2","rime",56,FALSE
"s0753","2","syllables",392,TRUE
"s0754","2","rime",126,FALSE
"s0755","3","semantic.baseline",196,TRUE
"s0756","1a","0/3",56,TRUE
"s0757","1a","3/3",56,TRUE
"s0758","1b","nonce.connective",126,TRUE
"s0759","old.vs.new","3/3",196,TRUE
"s0760","3","semantic.baseline",392,TRUE
"s0761","1b","nonce.connective",392,TRUE
"s0762","1a","3/3",126,TRUE
"s0763","1a","2/3",126,TRUE
"s0764","1b","nonce.connective",56,TRUE
"s0765","2","syllables",56,TRUE
"s0766","2","syllables",392,TRUE
"s0767","2","rime",196,TRUE
"s0768","1a","2/3",56,TRUE
"s0769","old.vs.new","0/3",56,FALSE
"s0770","old.vs.new","3/3",196,TRUE
"s0771","2","syllables",392,TRUE
"s0772","2","onset",196,TRUE
"s0773","2","rime",126,TRUE
"s0774","2","onset",196,TRUE
"s0775","2","onset",56,TRUE
"s0776","1a","2/3",126,TRUE
"s0777","1a","2/3",56,FALSE
"s0778","1a","1/3",126,TRUE
"s0779","2","rime",196,FALSE
"s0780","3","semantic.baseline",56,TRUE
"s0781","1a","0/3",126,TRUE
"s0782","1a","2/3",392,TRUE
"s0783","old.vs.new","0/3",56,TRUE
"s0784","2","rime",196,TRUE
"s0785","1a","1/3",392,TRUE
"s0786","3","semantic.baseline",126,TRUE
"s0787","1a","0/3",126,TRUE
"s0788","1a","1/3",126,TRUE
"s0789","old.vs.new","0/3",56,TRUE
"s0790","1a","0/3",56,TRUE
"s0791","1b","nonce.connective",392,TRUE
"s0792","1a","2/3",56,TRUE
"s0793","3","semantic.baseline",392,TRUE
"s0794","1a","2/3",56,TRUE
"s0795","2","syllables",56,TRUE
"s0796","1b","nonce.connective",196,TRUE
"s0797","1a","0/3",56,TRUE
"s0798","1a","2/3",56,TRUE
"s0799","1b","nonce.connective",56,TRUE
"s0800","3","semantic.baseline",126,TRUE
"s0801","old.vs.new","0/3",196,TRUE
"s0802","2","rime",56,TRUE
"s0803","2","rime",392,TRUE
"s0804","1b","nonce.connective",126,TRUE
"s0805","2","rime",392,TRUE
"s0806","1a","3/3",56,TRUE
"s0807","2","onset",56,TRUE
"s0808","1a","2/3",392,TRUE
"s0809","1a","3/3",392,TRUE
"s0810","2","syllables",392,TRUE
"s0811","old.vs.new","3/3",56,TRUE
"s0812","2","rime",196,TRUE
"s0813","1a","0/3",56,TRUE
"s0814","1a","1/3",392,TRUE
"s0815","3","semantic.baseline",126,TRUE
"s0816","old.vs.new","3/3",56,TRUE
"s0817","3","semantic.baseline",196,TRUE
"s0818","1a","2/3",56,TRUE
"s0819","2","rime",56,TRUE
"s0820","1a","0/3",392,FALSE
"s0821","1a","3/3",56,TRUE
"s0822","1a","2/3",392,TRUE
"s0823","1a","1/3",126,TRUE
"s0824","1a","1/3",126,TRUE
"s0825","1a","0/3",196,TRUE
"s0826","2","syllables",392,TRUE
"s0827","1a","1/3",56,TRUE
"s0828","1a","2/3",392,TRUE
"s0829","1a","2/3",56,TRUE
"s0830","2","syllables",392,TRUE
"s0831","1a","0/3",56,TRUE
"s0832","3","semantic.baseline",56,TRUE
"s0833","1a","1/3",126,TRUE
"s0834","2","syllables",56,FALSE
"s0835","1a","0/3",126,TRUE
"s0836","1a","3/3",392,TRUE
"s0837","old.vs.new","0/3",196,TRUE
"s0838","3","semantic.baseline",392,TRUE
"s0839","2","syllables",196,TRUE
"s0840","2","rime",392,TRUE
"s0841","1a","0/3",56,TRUE
"s0842","2","onset",56,TRUE
"s0843","1a","2/3",126,TRUE
"s0844","2","onset",196,TRUE
"s0845","1a","2/3",196,TRUE
"s0846","1b","nonce.connective",196,TRUE
"s0847","1b","nonce.connective",56,TRUE
"s0848","1a","2/3",56,TRUE
"s0849","2","rime",392,TRUE
"s0850","2","rime",392,TRUE
"s0851","1a","0/3",196,TRUE
"s0852","old.vs.new","3/3",196,TRUE
"s0853","old.vs.new","0/3",56,TRUE
"s0854","1a","1/3",392,TRUE
"s0855","3","semantic.baseline",392,TRUE
"s0856","1a","2/3",56,TRUE
"s0857","2","rime",126,TRUE
"s0858","1a","1/3",126,TRUE
"s0859","1a","0/3",196,TRUE
"s0860","2","syllables",56,TRUE
"s0861","old.vs.new","0/3",196,TRUE
"s0862","2","syllables",392,TRUE
"s0863","old.vs.new","3/3",56,TRUE
"s0864","2","rime",126,TRUE
"s0865","2","rime",126,TRUE
"s0866","1a","1/3",196,TRUE
"s0867","2","syllables",196,TRUE
"s0868","1a","0/3",126,TRUE
"s0869","1a","2/3",392,TRUE
"s0870","2","onset",56,TRUE
"s0871","1b","nonce.connective",56,TRUE
"s0872","1a","0/3",196,TRUE
"s0873","1a","3/3",56,TRUE
"s0874","2","rime",126,TRUE
"s0875","2","rime",56,TRUE
"s0876","2","syllables",392,FALSE
"s0877","2","onset",56,TRUE
"s0878","1a","2/3",196,TRUE
"s0879","old.vs.new","3/3",56,TRUE
"s0880","1a","3/3",392,TRUE
"s0881","1a","1/3",56,TRUE
"s0882","1a","3/3",196,TRUE
"s0883","3","semantic.baseline",196,TRUE
"s0884","2","syllables",196,TRUE
"s0885","old.vs.new","3/3",56,TRUE
"s0886","old.vs.new","0/3",56,TRUE
"s0887","3","semantic.baseline",126,TRUE
"s0888","1a","3/3",196,TRUE
"s0889","1b","nonce.connective",126,TRUE
"s0890","1a","0/3",392,FALSE
"s0891","1a","3/3",56,TRUE
"s0892","1b","nonce.connective",392,FALSE
"s0893","2","rime",56,FALSE
"s0894","3","semantic.baseline",126,TRUE
"s0895","2","syllables",196,FALSE
"s0896","1a","1/3",196,FALSE
"s0897","old.vs.new","3/3",56,TRUE
"s0898","3","semantic.baseline",392,TRUE
"s0899","old.vs.new","3/3",196,TRUE
"s0900","1a","2/3",196,FALSE
"s0901","old.vs.new","0/3",56,TRUE
"s0902","1a","3/3",56,TRUE
"s0903","old.vs.new","0/3",196,TRUE
"s0904","old.vs.new","3/3",196,TRUE
"s0905","1b","nonce.connective",126,TRUE
"s0906","1a","3/3",196,TRUE
"s0907","1b","nonce.connective",126,TRUE
"s0908","2","onset",56,FALSE
"s0909","1a","2/3",392,TRUE
"s0910","2","onset",196,TRUE
"s0911","3","semantic.baseline",392,TRUE
"s0912","1a","0/3",56,TRUE
"s0913","2","rime",126,TRUE
"s0914","2","rime",126,TRUE
"s0915","2","rime",196,FALSE
"s0916","3","semantic.baseline",126,FALSE
"s0917","1a","2/3",56,TRUE
"s0918","2","rime",126,TRUE
"s0919","1a","1/3",56,TRUE
"s0920","1a","3/3",56,TRUE
"s0921","1a","2/3",392,TRUE
"s0922","2","syllables",56,TRUE
"s0923","old.vs.new","0/3",196,FALSE
"s0924","old.vs.new","0/3",196,TRUE
"s0925","1a","3/3",392,TRUE
"s0926","1a","3/3",56,TRUE
"s0927","1a","1/3",126,TRUE
"s0928","1a","3/3",392,FALSE
"s0929","1a","3/3",56,FALSE
"s0930","2","rime",126,TRUE
"s0931","1a","3/3",392,TRUE
"s0932","3","semantic.baseline",196,TRUE
"s0933","2","rime",196,TRUE
"s0934","3","semantic.baseline",392,TRUE
"s0935","1b","nonce.connective",126,FALSE
"s0936","1a","1/3",392,TRUE
"s0937","old.vs.new","3/3",196,TRUE
"s0938","1a","3/3",392,TRUE
"s0939","2","onset",392,TRUE
"s0940","1a","2/3",392,FALSE
"s0941","1b","nonce.connective",196,TRUE
"s0942","1b","nonce.connective",196,TRUE
"s0943","2","onset",196,FALSE
"s0944","2","rime",196,FALSE
"s0945","2","syllables",126,TRUE
"s0946","old.vs.new","0/3",56,TRUE
"s0947","1a","2/3",392,TRUE
"s0948","3","semantic.baseline",56,TRUE
"s0949","1a","0/3",56,TRUE
"s0950","1a","0/3",196,TRUE
"s0951","3","semantic.baseline",56,TRUE
"s0952","1a","1/3",126,TRUE
"s0953","2","onset",392,TRUE
"s0954","3","semantic.baseline",126,TRUE
"s0955","2","onset",126,TRUE
"s0956","2","onset",56,TRUE
"s0957","2","onset",196,FALSE
"s0958","old.vs.new","3/3",56,TRUE
"s0959","2","syllables",196,TRUE
"s0960","1b","nonce.connective",392,TRUE
"s0961","1a","1/3",126,TRUE
"s0962","3","semantic.baseline",392,TRUE
"s0963","2","syllables",126,TRUE
"s0964","3","semantic.baseline",126,FALSE
"s0965","1a","1/3",196,TRUE
"s0966","2","onset",392,TRUE
"s0967","1b","nonce.connective",392,TRUE
"s0968","2","onset",392,TRUE
"s0969","2","rime",392,TRUE
"s0970","1a","3/3",56,TRUE
"s0971","1a","0/3",56,TRUE
"s0972","1a","1/3",392,TRUE
"s0973","1a","2/3",56,TRUE
"s0974","1b","nonce.connective",196,TRUE
"s0975","1a","2/3",56,FALSE
"s0976","old.vs.new","3/3",196,TRUE
"s0977","1a","2/3",56,TRUE
"s0978","2","rime",392,TRUE
"s0979","old.vs.new","3/3",196,TRUE
"s0980","2","onset",56,TRUE
"s0981","2","rime",56,TRUE
"s0982","1a","1/3",126,TRUE
"s0983","2","rime",126,TRUE
"s0984","1a","2/3",56,TRUE
"s0985","2","rime",196,TRUE
"s0986","1a","1/3",56,TRUE
"s0987","3","semantic.baseline",56,TRUE
"s0988","1a","3/3",126,TRUE
"s0989","old.vs.new","3/3",56,FALSE
"s0990","1a","1/3",196,TRUE
"s0991","2","syllables",196,TRUE
"s0992","3","semantic.baseline",392,TRUE
"s0993","1a","1/3",196,TRUE
"s0994","2","rime",392,TRUE
"s0995","2","syllables",392,TRUE
"s0996","1b","nonce.connective",196,TRUE
"s0997","2","rime",56,TRUE
"s0998","1a","3/3",126,TRUE
"s0999","2","syllables",56,TRUE
"s1000","1a","3/3",126,TRUE
"s1001","2","syllables",392,TRUE
"s1002","1a","1/3",392,FALSE
"s1003","1b","nonce.connective",196,TRUE
"s1004","3","semantic.baseline",196,TRUE
"s1005","1b","nonce.connective",196,TRUE
"s1006","1a","3/3",196,TRUE
"s1007","1b","nonce.connective",196,TRUE
"s1008","1a","0/3",126,TRUE
"s1009","1a","1/3",126,TRUE
"s1010","old.vs.new","0/3",196,TRUE
"s1011","1a","2/3",56,TRUE
"s1012","old.vs.new","3/3",196,TRUE
"s1013","1a","3/3",196,TRUE
"s1014","2","onset",56,TRUE
"s1015","1a","0/3",126,TRUE
"s1016","2","syllables",196,TRUE
"s1017","2","rime",196,FALSE
"s1018","1a","0/3",126,FALSE
"s1019","old.vs.new","0/3",56,TRUE
"s1020","3","semantic.baseline",56,TRUE
"s1021","1a","0/3",126,TRUE
"s1022","3","semantic.baseline",56,TRUE
"s1023","1b","nonce.connective",126,TRUE
"s1024","1b","nonce.connective",126,TRUE
"s1025","1a","1/3",392,TRUE
"s1026","1a","1/3",56,TRUE
"s1027","2","onset",392,TRUE
"s1028","1a","1/3",392,TRUE
"s1029","3","semantic.baseline",196,TRUE
"s1030","3","semantic.baseline",56,TRUE
"s1031","1a","0/3",56,TRUE
"s1032","2","onset",392,TRUE
"s1033","old.vs.new","3/3",196,TRUE
"s1034","1a","0/3",56,TRUE
"s1035","2","syllables",392,TRUE
"s1036","2","rime",56,TRUE
"s1037","1b","nonce.connective",56,FALSE
"s1038","old.vs.new","0/3",56,TRUE
"s1039","1a","2/3",126,TRUE
"s1040","2","rime",392,TRUE
"s1041","2","syllables",126,TRUE
"s1042","1a","0/3",126,TRUE
"s1043","1b","nonce.connective",392,TRUE
"s1044","1a","2/3",126,TRUE
"s1045","1a","1/3",126,TRUE
"s1046","1a","0/3",196,TRUE
"s1047","1a","2/3",56,TRUE
"s1048","old.vs.new","0/3",56,TRUE
"s1049","old.vs.new","3/3",196,TRUE
"s1050","1b","nonce.connective",56,TRUE
"s1051","1b","nonce.connective",56,TRUE
"s1052","1a","3/3",126,TRUE
"s1053","1a","1/3",56,TRUE
"s1054","3","semantic.baseline",392,TRUE
"s1055","2","rime",392,TRUE
"s1056","2","rime",56,FALSE
"s1057","2","syllables",392,TRUE
"s1058","1a","3/3",56,TRUE
"s1059","3","semantic.baseline",126,TRUE
"s1060","2","onset",56,TRUE
"s1061","1a","2/3",56,TRUE
"s1062","1a","1/3",196,TRUE
"s1063","2","syllables",392,TRUE
"s1064","1a","0/3",392,TRUE
"s1065","1a","2/3",196,FALSE
"s1066","1a","2/3",56,TRUE
"s1067","old.vs.new","3/3",56,TRUE
"s1068","1b","nonce.connective",56,TRUE
"s1069","1a","0/3",126,TRUE
"s1070","1a","3/3",126,TRUE
"s1071","2","rime",126,TRUE
"s1072","1a","2/3",392,TRUE
"s1073","1b","nonce.connective",56,TRUE
"s1074","old.vs.new","3/3",196,TRUE
"s1075","2","rime",56,TRUE
"s1076","3","semantic.baseline",392,TRUE
"s1077","1b","nonce.connective",392,TRUE
"s1078","1b","nonce.connective",56,TRUE
"s1079","old.vs.new","3/3",56,TRUE
"s1080","1a","3/3",196,TRUE
"s1081","2","syllables",56,TRUE
"s1082","old.vs.new","3/3",196,TRUE
"s1083","1b","nonce.connective",392,TRUE
"s1084","1b","nonce.connective",392,TRUE
"s1085","2","rime",126,FALSE
"s1086","1a","2/3",392,FALSE
"s1087","1a","0/3",392,TRUE
"s1088","2","rime",56,TRUE
"s1089","old.vs.new","3/3",196,TRUE
"s1090","2","rime",56,TRUE
"s1091","old.vs.new","3/3",56,TRUE
"s1092","2","onset",196,TRUE
"s1093","1a","0/3",392,TRUE
"s1094","1b","nonce.connective",196,TRUE
"s1095","1b","nonce.connective",56,TRUE
"s1096","3","semantic.baseline",56,TRUE
"s1097","2","onset",126,TRUE
"s1098","3","semantic.baseline",126,TRUE
"s1099","2","syllables",56,TRUE
"s1100","1a","3/3",196,TRUE
"s1101","old.vs.new","0/3",196,TRUE
"s1102","2","rime",56,TRUE
"s1103","1a","2/3",126,TRUE
"s1104","1b","nonce.connective",56,TRUE
"s1105","1b","nonce.connective",56,TRUE
"s1106","1b","nonce.connective",126,TRUE
"s1107","2","syllables",126,TRUE
"s1108","1a","1/3",126,FALSE
"s1109","2","rime",126,TRUE
"s1110","1a","0/3",196,TRUE
"s1111","1a","0/3",392,TRUE
"s1112","2","rime",56,TRUE
"s1113","2","rime",126,TRUE
"s1114","1b","nonce.connective",196,TRUE
"s1115","1a","2/3",56,TRUE
"s1116","1b","nonce.connective",126,TRUE
"s1117","1b","nonce.connective",126,TRUE
"s1118","3","semantic.baseline",392,TRUE
"s1119","2","onset",126,TRUE
"s1120","1b","nonce.connective",56,TRUE
"s1121","1b","nonce.connective",126,TRUE
"s1122","1a","3/3",56,FALSE
"s1123","1a","3/3",126,TRUE
"s1124","2","rime",392,TRUE
"s1125","1a","1/3",392,TRUE
"s1126","2","onset",392,TRUE
"s1127","1a","0/3",56,TRUE
"s1128","1a","3/3",196,TRUE
"s1129","2","rime",126,TRUE
"s1130","2","rime",56,TRUE
"s1131","2","onset",56,TRUE
"s1132","2","rime",126,TRUE
"s1133","1a","0/3",196,TRUE
"s1134","2","rime",126,TRUE
"s1135","1b","nonce.connective",56,TRUE
"s1136","2","rime",196,TRUE
"s1137","1a","0/3",56,TRUE
"s1138","2","onset",56,TRUE
"s1139","1a","0/3",126,TRUE
"s1140","2","onset",126,TRUE
"s1141","1a","3/3",56,TRUE
"s1142","1b","nonce.connective",56,TRUE
"s1143","2","rime",126,TRUE
"s1144","2","onset",392,TRUE
"s1145","1b","nonce.connective",196,TRUE
"s1146","1a","2/3",126,TRUE
"s1147","old.vs.new","0/3",56,TRUE
"s1148","2","rime",56,TRUE
"s1149","3","semantic.baseline",126,TRUE
"s1150","1a","1/3",196,TRUE
"s1151","1a","0/3",56,TRUE
"s1152","old.vs.new","3/3",56,TRUE
"s1153","1a","0/3",126,TRUE
"s1154","1a","0/3",126,TRUE
"s1155","2","rime",56,TRUE
"s1156","1a","1/3",56,TRUE
"s1157","2","rime",196,TRUE
"s1158","3","semantic.baseline",56,TRUE
"s1159","1a","0/3",196,TRUE
"s1160","1a","2/3",126,TRUE
"s1161","1a","0/3",392,TRUE
"s1162","1a","0/3",196,TRUE
"s1163","3","semantic.baseline",56,TRUE
"s1164","1b","nonce.connective",392,TRUE
"s1165","2","syllables",126,FALSE
"s1166","1a","1/3",196,TRUE
"s1167","1b","nonce.connective",392,TRUE
"s1168","1a","0/3",196,TRUE
"s1169","2","syllables",126,TRUE
"s1170","1a","1/3",392,TRUE
"s1171","2","rime",392,TRUE
"s1172","2","rime",56,TRUE
"s1173","1a","0/3",126,TRUE
"s1174","1a","0/3",196,TRUE
"s1175","2","onset",56,TRUE
"s1176","1a","1/3",196,TRUE
"s1177","2","onset",56,TRUE
"s1178","2","rime",56,TRUE
"s1179","1a","2/3",392,TRUE
"s1180","2","syllables",196,TRUE
"s1181","1a","0/3",196,FALSE
"s1182","2","syllables",392,TRUE
"s1183","3","semantic.baseline",392,TRUE
"s1184","old.vs.new","0/3",56,TRUE
"s1185","1a","3/3",392,TRUE
"s1186","1a","3/3",392,TRUE
"s1187","1a","0/3",392,TRUE
"s1188","2","syllables",56,TRUE
"s1189","1b","nonce.connective",126,TRUE
"s1190","1a","0/3",392,TRUE
"s1191","1a","0/3",126,TRUE
"s1192","1a","2/3",126,TRUE
"s1193","1a","0/3",196,TRUE
"s1194","old.vs.new","0/3",56,TRUE
"s1195","3","semantic.baseline",56,TRUE
"s1196","2","rime",126,TRUE
"s1197","2","syllables",56,TRUE
"s1198","1b","nonce.connective",56,FALSE
"s1199","1a","3/3",126,TRUE
"s1200","1a","0/3",392,TRUE
"s1201","1a","2/3",196,FALSE
"s1202","3","semantic.baseline",126,FALSE
"s1203","1b","nonce.connective",126,FALSE
"s1204","1a","0/3",56,TRUE
"s1205","2","syllables",196,TRUE
"s1206","1a","1/3",196,TRUE
"s1207","1a","0/3",56,TRUE
"s1208","1a","2/3",392,FALSE
"s1209","1a","2/3",392,FALSE
"s1210","3","semantic.baseline",392,TRUE
"s1211","3","semantic.baseline",392,TRUE
"s1212","1a","0/3",126,TRUE
"s1213","1a","1/3",196,TRUE
"s1214","3","semantic.baseline",56,TRUE
"s1215","2","rime",56,TRUE
"s1216","3","semantic.baseline",392,TRUE
"s1217","2","syllables",196,TRUE
"s1218","2","syllables",126,TRUE
"s1219","3","semantic.baseline",56,TRUE
"s1220","1a","3/3",392,TRUE
"s1221","1b","nonce.connective",196,TRUE
"s1222","1a","2/3",126,TRUE
"s1223","2","onset",126,FALSE
"s1224","2","syllables",126,TRUE
"s1225","1a","1/3",126,TRUE
"s1226","1a","2/3",196,TRUE
"s1227","1a","1/3",56,TRUE
"s1228","1a","0/3",196,TRUE
"s1229","2","syllables",56,TRUE
"s1230","3","semantic.baseline",196,FALSE
"s1231","old.vs.new","0/3",196,TRUE
"s1232","2","rime",126,TRUE
"s1233","2","onset",196,TRUE
"s1234","1a","2/3",126,TRUE
"s1235","old.vs.new","0/3",196,FALSE
"s1236","old.vs.new","0/3",196,TRUE
"s1237","1a","1/3",196,TRUE
"s1238","1a","1/3",56,TRUE
"s1239","1a","0/3",56,FALSE
"s1240","1a","0/3",126,TRUE
"s1241","1b","nonce.connective",126,TRUE
"s1242","old.vs.new","3/3",56,TRUE
"s1243","1a","2/3",56,TRUE
"s1244","2","onset",56,TRUE
"s1245","3","semantic.baseline",126,TRUE
"s1246","1a","1/3",392,TRUE
"s1247","2","onset",392,FALSE
"s1248","1a","1/3",126,TRUE
"s1249","2","rime",126,TRUE
"s1250","2","rime",196,TRUE
"s1251","2","onset",196,TRUE
"s1252","old.vs.new","3/3",56,TRUE
"s1253","1a","2/3",392,FALSE
"s1254","2","onset",196,TRUE
"s1255","2","rime",196,TRUE
"s1256","1a","3/3",392,TRUE
"s1257","3","semantic.baseline",196,FALSE
"s1258","2","syllables",126,TRUE
"s1259","2","syllables",392,TRUE
"s1260","1a","0/3",392,TRUE
"s1261","2","rime",56,TRUE
"s1262","1b","nonce.connective",196,TRUE
"s1263","1b","nonce.connective",56,TRUE
"s1264","1a","2/3",126,FALSE
"s1265","2","onset",196,FALSE
"s1266","1a","3/3",196,TRUE
"s1267","2","rime",392,TRUE
"s1268","1b","nonce.connective",126,TRUE
"s1269","1a","0/3",126,TRUE
"s1270","1a","2/3",126,FALSE
"s1271","3","semantic.baseline",126,FALSE
"s1272","1a","3/3",56,TRUE
"s1273","old.vs.new","3/3",56,TRUE
"s1274","1a","1/3",392,TRUE
"s1275","2","rime",126,FALSE
"s1276","1a","2/3",196,TRUE
"s1277","1a","3/3",126,TRUE
"s1278","2","rime",56,TRUE
"s1279","1a","0/3",126,FALSE
"s1280","3","semantic.baseline",196,TRUE
"s1281","1a","2/3",56,TRUE
"s1282","1a","2/3",56,TRUE
"s1283","1a","1/3",56,TRUE
"s1284","1b","nonce.connective",126,TRUE
"s1285","1a","3/3",196,TRUE
"s1286","2","onset",126,TRUE
"s1287","old.vs.new","3/3",56,TRUE
"s1288","1b","nonce.connective",56,TRUE
"s1289","1a","0/3",196,TRUE
"s1290","2","rime",196,TRUE
"s1291","3","semantic.baseline",392,TRUE
"s1292","1b","nonce.connective",196,TRUE
"s1293","1a","2/3",392,TRUE
"s1294","1a","2/3",196,TRUE
"s1295","1a","2/3",126,TRUE
"s1296","1b","nonce.connective",126,TRUE
"s1297","old.vs.new","0/3",196,TRUE
"s1298","2","rime",126,TRUE
"s1299","2","onset",126,TRUE
"s1300","1a","2/3",126,TRUE
"s1301","1b","nonce.connective",196,TRUE
"s1302","1a","3/3",196,TRUE
"s1303","1a","0/3",56,TRUE
"s1304","1a","1/3",196,FALSE
"s1305","1a","2/3",56,TRUE
"s1306","1a","2/3",126,FALSE
"s1307","1a","3/3",56,FALSE
"s1308","1a","3/3",126,TRUE
"s1309","1a","2/3",196,TRUE
"s1310","1a","0/3",392,TRUE
"s1311","2","syllables",126,TRUE
"s1312","3","semantic.baseline",56,TRUE
"s1313","1a","1/3",392,TRUE
"s1314","1a","2/3",392,TRUE
"s1315","1a","0/3",392,TRUE
"s1316","1a","1/3",196,TRUE
"s1317","1b","nonce.connective",196,TRUE
"s1318","1a","0/3",126,FALSE
"s1319","1a","2/3",392,TRUE
"s1320","1a","2/3",56,TRUE
"s1321","old.vs.new","0/3",196,TRUE
"s1322","3","semantic.baseline",392,TRUE
"s1323","2","syllables",196,TRUE
"s1324","2","syllables",196,TRUE
"s1325","3","semantic.baseline",196,TRUE
"s1326","1a","3/3",392,TRUE
"s1327","2","rime",392,TRUE
"s1328","1a","1/3",196,TRUE
"s1329","1a","2/3",196,FALSE
"s1330","1a","3/3",56,TRUE
"s1331","1b","nonce.connective",392,TRUE
"s1332","2","syllables",392,FALSE
"s1333","old.vs.new","0/3",196,TRUE
"s1334","1a","0/3",196,TRUE
"s1335","1a","0/3",392,TRUE
"s1336","1a","2/3",126,TRUE
"s1337","2","syllables",56,TRUE
"s1338","old.vs.new","3/3",196,TRUE
"s1339","2","syllables",196,TRUE
"s1340","2","onset",56,FALSE
"s1341","1a","3/3",196,TRUE
"s1342","2","onset",196,TRUE
"s1343","1a","2/3",56,TRUE
"s1344","1a","2/3",126,TRUE
"s1345","2","rime",196,TRUE
"s1346","1b","nonce.connective",126,TRUE
"s1347","old.vs.new","3/3",56,TRUE
"s1348","1a","3/3",392,TRUE
"s1349","1a","2/3",56,TRUE
"s1350","2","rime",126,TRUE
"s1351","1a","1/3",126,TRUE
"s1352","1a","2/3",196,TRUE
"s1353","1a","0/3",196,TRUE
"s1354","2","onset",392,TRUE
"s1355","1b","nonce.connective",392,FALSE
"s1356","2","rime",392,TRUE
"s1357","1a","0/3",126,TRUE
"s1358","old.vs.new","3/3",196,TRUE
"s1359","2","syllables",196,TRUE
"s1360","2","onset",56,TRUE
"s1361","2","syllables",196,TRUE
"s1362","2","onset",56,FALSE
"s1363","3","semantic.baseline",56,TRUE
"s1364","1a","3/3",392,TRUE
"s1365","1a","3/3",126,TRUE
"s1366","old.vs.new","3/3",196,TRUE
"s1367","old.vs.new","3/3",196,TRUE
"s1368","1a","3/3",56,TRUE
"s1369","2","rime",392,TRUE
"s1370","1b","nonce.connective",56,TRUE
"s1371","2","rime",56,TRUE
"s1372","2","rime",126,TRUE
"s1373","1a","2/3",126,TRUE
"s1374","3","semantic.baseline",196,TRUE
"s1375","2","rime",126,TRUE
"s1376","1a","2/3",126,TRUE
"s1377","2","syllables",196,TRUE
"s1378","2","syllables",196,TRUE
"s1379","old.vs.new","0/3",56,TRUE
"s1380","1b","nonce.connective",126,TRUE
"s1381","3","semantic.baseline",392,FALSE
"s1382","2","onset",56,TRUE
"s1383","1a","3/3",196,TRUE
"s1384","1a","0/3",126,TRUE
"s1385","1b","nonce.connective",392,TRUE
"s1386","3","semantic.baseline",126,TRUE
"s1387","1a","3/3",56,TRUE
"s1388","1a","1/3",196,TRUE
"s1389","2","syllables",392,TRUE
"s1390","1a","1/3",392,TRUE
"s1391","1a","3/3",126,TRUE
"s1392","1a","3/3",56,TRUE
"s1393","1a","1/3",56,TRUE
"s1394","old.vs.new","0/3",196,FALSE
"s1395","1b","nonce.connective",126,TRUE
"s1396","2","onset",56,TRUE
"s1397","1a","2/3",56,TRUE
"s1398","2","rime",392,TRUE
"s1399","1b","nonce.connective",392,TRUE
"s1400","2","rime",392,TRUE
"s1401","1a","3/3",126,TRUE
"s1402","1a","3/3",56,TRUE
"s1403","2","onset",56,TRUE
"s1404","3","semantic.baseline",392,TRUE
"s1405","1a","3/3",392,TRUE
"s1406","1a","1/3",126,TRUE
"s1407","1a","2/3",56,TRUE
"s1408","old.vs.new","0/3",56,TRUE
"s1409","1a","1/3",196,TRUE
"s1410","3","semantic.baseline",392,TRUE
"s1411","2","syllables",56,TRUE
"s1412","1a","1/3",126,FALSE
"s1413","1b","nonce.connective",392,TRUE
"s1414","2","rime",126,TRUE
"s1415","old.vs.new","0/3",56,TRUE
"s1416","1a","2/3",392,FALSE
"s1417","2","onset",126,TRUE
"s1418","1a","2/3",126,TRUE
"s1419","1b","nonce.connective",196,TRUE
"s1420","2","syllables",196,FALSE
"s1421","3","semantic.baseline",126,TRUE
"s1422","1a","0/3",126,FALSE
"s1423","1a","3/3",126,TRUE
"s1424","2","syllables",197,FALSE
"s1425","1a","1/3",126,TRUE
"s1426","1a","3/3",196,TRUE
"s1427","2","syllables",196,TRUE
"s1428","1a","2/3",126,FALSE
"s1429","1a","1/3",56,FALSE
"s1430","old.vs.new","0/3",196,TRUE
"s1431","1a","3/3",56,TRUE
"s1432","2","syllables",56,TRUE
"s1433","1b","nonce.connective",56,TRUE
"s1434","old.vs.new","3/3",56,FALSE
